Entry	merged_ids
Q96JG9	[' 18452888', '15616553', ' 11347906']
Q9H0M5	[' 8183939', ' 8769649', '10330177', ' 20711500', ' 15489334', '11230166', ' 16606702', ' 14519192', ' 25875936']
Q9H963	[' 8183939', ' 8769649', '10330177', ' 15489334', ' 16606702', ' 25416956', ' 14519192', ' 15057824', '14702039']
Q9H4I2	['12659632', ' 15489334', ' 24275569', ' 11780052', ' 19690332', ' ', ' 20711500', ' 19413330', '16713569', ' 28152006', ' 14659886', ' 33440047', ' 23186163', ' 9455477', ' 18985028', ' 21174497', ' 12168954', ' 19505873', ' 17056598', ' 18669648', ' 20068231', ' 25416956', ' 21516116']
O75764	[' 23357533', '19913121', ' 20628086', ' 15489334', ' 27005522', ' 24275569', ' 26498664', ' 31988307', ' 21988832', ' 20178742', ' 23186163', ' 9790746', '14702039', ' 16710414']
Q9H0D2	['15057824', ' 15489334', ' 21573134', '21150319', ' 11230166', ' 16959974']
Q7Z3K3	[' 31196716', ' 22094256', ' 15489334', ' 19244240', ' 24275569', ' 25694107', ' 26245978', ' 31347273', ' 20562864', ' 19690332', ' 20360068', ' 25533962', ' 26739615', ' 9455484', ' 20711500', ' 19413330', ' 26942287', ' 20850016', ' 34474553', '18654987', '17974005', ' 25609649', ' 23186163', ' 20936779', ' 14702039', ' 20467437', ' 16710414', ' 19498464', ' 33277917', ' 33726803', ' 12880961', ' 21406692', ' 21888893', ' 32359026', ' 25082813', ' 31782611', ' 28112733', ' 26721387', ' 18669648', ' 20068231', ' 29997176', ' 25416956', ' 26763879', ' 20379614', ' 10976766']
Q96IQ9	[' 21044950', '16189514', ' 15489334', ' 27664836', ' 25416956', ' 15057824', '14702039']
Q8WVM0	[' 20186120', ' 19096125', ' 15489334', ' 22341444', '17557812', ' 14574404', ' 23804760', ' 24916378', ' 23303773', '10810093', ' 19417006', ' 12496758', ' 25609649', ' 21269460', ' 25944712', ' 18980857', ' 12068295', ' 20877624', ' 12897151', ' 15684387', ' 26464487', ' 15110318', ' 19681768', ' 26496610', ' 11809803', ' 18343819', ' 21195351', ' 31251801', ' 22814378', ' 19356719']
Q6W2J9	[' 33326746', ' 15489334', ' 25490446', ' 19690332', ' 19578371', ' 20711500', ' 19413330', '16713569', ' 19608861', '10898795', ' 16943429', ' 21269460', ' 23186163', ' 14702039', ' 17081983', ' 23523425', ' 23911289', ' 15004558', ' 21406692', ' 32954361', ' 10997877', ' 26496610', ' 28112733', ' 26638075', ' 18669648', ' 20068231', ' 26687479', ' 18280243']
P20393	[' 15135064', ' 1971514', ' 15489334', ' 24275569', ' 25969949', ' 25365257', ' 11865025', ' 9012850', ' 24497272', ' 20711500', ' 15013753', ' 32798635', ' 34861472', ' 1850510', ' 18037887', ' 24606918', ' 18006707', ' 20174623', ' 24415752', ' 20628086', ' 9144434', ' 20348464', ' 19696364', ' 20581824', ' 20160030', ' 18511497', ' 15896744', ' 22538398', ' 22224817', ' 15665827', ' 12563009', '2539258', ' 12821652', ' 22184247', ' 20817722', ' 32071294', ' 17892483', ' 27884645', ' 12683943', ' 31411318', ' 29773212', ' 12021280', ' 15312651', ' 28599788', ' 19693801', ' 31779659', ' 18228528', ' 26392558', ' 10235266', ' 17075855', ' 22682217', ' 16484495', ' 20396431', ' 11669620', ' 33788000', ' 28332504', ' 30397120', ' 24311788', ' 19710360', ' 21479263', ' 23083441', ' 16267379', ' 15761026', ' 23398316', ' 34330232', ' 12764228', ' 23449984', ' 15199055', ' 17003504', ' 24677802', ' 28974420', ' 19913121', ' 22170608', ' 19818381', ' 9079689', ' 10643692', ' 27238018', ' 8622974', ' 10713165', ' 22024429', ' 9653119', ' 19267705', ' 30195196', ' 12152080', ' 9660968', ' 22613952', ' 25789810', ' 18804497', ' 19839995', ' 18227153', ' 12114512', ' 10542397', ' 17476214', ' 16751179', ' 15821743', ' 20534529', ' 15175151', ' 16968709', ' 9529258', ' 12377782', ' 25089907', ' 21874017', ' 24196956', '10198158', ' 15591021', ' 10652231', ' 25798852', ' 18815372', ' 20414452', ' 12150932']
O95948	[' 24402783', ' 27756894', ' 26547929', '18288132', ' 31049588', ' 31118200', ' 16177791', ' 30655535', ' 33015779', '9915796', ' 31882655', ' 23472758', ' 29737581', ' 30478421', ' 18418398', ' 32129880']
Q9Y3P9	[' 15489334', ' 22653443', ' 22190034', ' 17043677', '12606711', ' 25814554', ' 20711500', ' 21269460', ' 23186163', ' 14702039', ' 20562859', ' 23248241', ' 17974005', ' 21988832', ' 20195357', ' 17353931', ' 26496610', ' 16395330', ' 18669648', ' 20379614', '10202141', ' 19077034', ' 15164053']
Q92804	[' 21344536', ' 8330735', ' 15489334', ' 24275569', ' 8890175', ' 12359745', ' 9795213', ' 20711500', ' 1310361', ' 19608861', ' 24129315', ' 33674598', ' 22575643', ' 14702039', ' 19426707', ' 21729782', ' 21856723', ' 16625196', ' 21406692', ' 22065782', ' 22810585', ' 20048082', ' 24055347', ' 26496610', ' 28112733', ' 20379614', ' 27903134', ' 15053879', ' 23128393', ' 7151173', ' 30398641', ' 10723029', ' 9660765', ' 15094065', ' 19703396', ' 24474660', ' 29193371', ' 22240165', ' 9256425', ' 21269460', ' 19282884', ' 22019700', ' 2449431', '10024882', ' 8156590', ' 23902751', ' 27311318', ' 31887411', ' 32915460', ' 19690332', ' 28945358', ' 20360068', ' 23975937', ' 8465201', ' 1939271', ' 33875793', ' 17525332', ' 23186163', ' 27415968', ' 28291257', ' 31020999', ' 11739720', ' 20562859', ' 9405375', ' 22771914', ' 21988832', ' 11784853', ' 19124016', ' 21078624', ' 23049996', ' 7601352', ' 18669648', ' 22014111', ' 21438137', ' 26612539', ' 8946909', ' 18330902', ' 21504714', ' 20467437', ' 8490964', ' 19135240', ' 10602519', ' 21182203', ' 32871048', '8954779', ' 18620564']
Q9HBD1	[' 29695787', ' 15489334', ' 22493164', ' 26249698', ' 19690332', ' 26489670', ' 29186683', '10938276', ' 23186163', ' 23550652', ' 25697406', ' 14702039', ' 24448648', ' 17974005', '19549727', ' 26496610', ' 20068231', ' 23663784', ' 20412057', ' 15164053']
P53805	[' 19619541', ' 22256743', ' 15489334', ' 19270310', ' 19332797', ' 17114339', ' 32467610', ' 21965663', ' 25144594', ' 27861892', ' 28631570', ' 19306109', ' 23144708', ' 17910944', ' 19458618', ' 14702039', ' 32936779', ' 32566665', ' 25377251', ' 15448146', ' 18294449', ' 9325060', ' 20379614', ' 16627481', ' 23028325', ' 19716405', ' 17331188', ' 16109302', ' 26492364', ' 10861295', ' 23317802', ' 18180251', ' 16406492', ' 25863471', ' 15256217', ' 31451750', ' 23118980', ' 10830953', ' 19509306', ' 24751678', ' 21680892', ' 21876249', ' 25379721', ' 30718468', ' 26497675', ' 15263820', ' 27928873', '8595418', ' 16126726', ' 20008143', '12225619', ' 24720891', ' 32004570', ' 18485898', ' 28289712', ' 15935327', ' 34332425', ' 15016650', ' 22426484', ' 17062574', ' 23038757', ' 30366682', ' 25753203', ' 23185487', ' 15358155', ' 19755121', ' 25009690', ' 12809556', ' 20298200', ' 18840614', ' 32122140', ' 23644448', ' 17565986', ' 26569438', ' 30267660', ' 18056702', ' 25218171', ' 30317540', ' 22293192', ' 21216952', ' 28993896', ' 18575781', ' 25978972', ' 29594719', ' 19074885', ' 27922696', ' 28271280', ' 31304631', ' 16442855', ' 26102033', ' 17610901', ' 17693409', ' 28583823', ' 16231093', ' 21172821', ' 25546086', ' 24359503', ' 28061453', ' 19331211', ' 17596961', ' 19819266', ' 16919501', ' 32686528', ' 21838211', ' 19926569']
Q9NS91	[' 15489334', ' 22493164', ' 17130289', ' 15509568', ' 26549024', ' 18847512', ' 19413330', ' 24518219', ' 33508099', ' 17914568', ' 19013543', ' 23345618', ' 14702039', ' 17478428', ' 21858012', ' 18342608', ' 32356270', ' 22742833', ' 18926833', ' 31887036', ' 12226657', ' 21406692', ' 24366813', ' 26496610', ' 28112733', ' 16611994', ' 23295675', ' 25416956', ' 19630985', ' 16964243', ' 25756347', ' 28924044', ' 31081138', ' 20129063', ' 18220336', ' 22681887', ' 10908344', ' 19723507', ' 24768535', ' 17624554', ' 25931565', ' 20937699', ' 18316726', ' 29683380', ' 19493487', ' 16098139', ' 26795561', ' 18290323', ' 17108083', ' 17081983', ' 20675655', ' 23555860', ' 31432163', ' 20056641', ' 16641997', ' 20453000', ' 22391204', '10884424', ' 20967207', ' 21967848', ' 19556710', ' 21098111', ' 32875345', ' 22145991', ' 33242956', ' 21659603', ' 15632077', ' 19690332', ' 22036607', ' 15381075', ' 20360068', ' 32319669', ' 31033216', ' 21549715', ' 22547805', ' 25609649', ' 22456510', ' 23186163', ' 31001629', ' 31076518', ' 12856420', ' 17541157', ' 27811911', ' 17242200', ' 24036990', ' 21988832', ' 21422291', ' 24672041', ' 17158148', ' 21396873', ' 23000965', ' 18669648', '12016221', ' 22814378', ' 25218447', ' 31363085', ' 25913620', ' 28506460', ' 29306013', ' 16824193', ' 19549727', ' 30798132', ' 25417706', ' 25162118', ' 25260751', ' 30563767', ' 26350214', ' 15916957', ' 19396164', ' 17720710', ' 20467437', ' 33920223', ' 21355096', ' 20235792', ' 18719106', ' 20385554', ' 27665847', ' 29559320', ' 18363965', ' 25023518', ' 20068231', ' 21478670', ' 25675240', ' 25961918']
O60671	[' 11944979', ' 15489334', ' 12370410', ' 17928296', ' 15190204', ' 17575048', '9716408', ' 19446481', ' 19464297', ' 9925639', ' 20729858', ' 14624239', ' 20729832', ' 21804533', ' 14702039', ' 18757400', ' 22977173', ' 8943031', ' 11573955', ' 21680713', ' 15871698', ' 16885023', ' 8702565', ' 10435622', ' 18539610', ' 20233725', ' 9828139', ' 17962301', ' 21269460', ' 25113031', ' 12139939', ' 15897895', ' 20545769', ' 16216273', ' 14734547', ' 16360315', ' 9065463', '10212258', ' 31776186', ' 10777662', ' 9878245', ' 21659603', ' 20729859', ' 15707391', ' 10846170', ' 18317453', ' 18541667', ' 21263215', ' 11832208', ' 10884395', ' 14611806', ' 9705507', ' 23345434', ' 10859164', ' 12750383', ' 16148040', ' 9660799', ' 10438626', ' 11571269', ' 22814378', ' 19535328', ' 10359610', ' 12578958', ' 15703751', ' 10921897', ' 12545175', ' 9828137', ' 15485900', ' 15665856', ' 16169070', ' 12379650', ' 14605214', ' 16530042', ' 15556996', ' 15189136', ' 9837724', ' 15314187', ' 21777809', ' 11390642', ' 14500360']
P15918	[' 21655267', ' 19859091', ' 18830263', ' 15489334', ' 28216420', ' 27559048', ' 33987955', ' 15249552', ' 19116388', ' 18579371', ' 26301565', ' 26689875', ' 19118899', ' 21625022', ' 27713031', ' 17307402', ' 31838659', ' 25831509', ' 26234156', ' 22939624', ' 20122409', ' 20237496', ' 27301863', ' 20489056', ' 24418478', ' 11520796', ' 17890453', ' 18676680', ' 24290284', ' 31012019', ' 29743177', ' 25849362', ' 31204924', ' 14500629', ' 16857995', ' 16061569', ' 20628086', ' 23716691', ' 8052633', ' 12757263', ' 32886094', ' 24472623', ' 24797073', ' 21481940', ' 31907413', ' 17075247', ' 18463379', ' 20703256', ' 21771083', ' 10606976', ' 22942284', ' 23755767', ' 11133745', ' 19573080', ' 19773279', ' 19912631', ' 12145704', '12115231', ' 25745109', ' 17982069', ' 28552805', ' 23878308', ' 9630231', ' 20453000', ' 22424479', ' 19404965', ' 12355431', ' 25976673', ' 28083621', ' 20956421', ' 19898481', ' 27808398', ' 25516070', ' 20568250', ' 24904117', '2598259', ' 19359154', ' 18089566', ' 21131235', ' 23891352', ' 21624848', ' 14624253', ' 22984564', ' 25869295', ' 19913121', ' 24666246', ' 27609655', ' 16465622', ' 33796120', ' 20800603', ' 27863852', ' 16554811', ' 17474147', ' 16738334', ' 21150319', ' 25135298', ' 30226529', ' 25327637', ' 18701881', ' 19458910', ' 24996264', ' 8810255', ' 24122031', ' 18768869', ' 14726805', ' 26996199', ' 12200379', ' 19625176', ' 15295705', ' 27198500', ' 22891626', ' 21502542', ' 16276422', ' 32655540', ' 20813000', ' 8844221', ' 15843554', ' 19170196', ' 19692168', ' 23630330', ' 25036637']
P55895	[' 1832998', ' 26301565', '12205088', ' 15489334', ' 29069605', ' 17562296', ' 23878308', ' 8810255', ' 19773279', ' 9630231', ' 8493533', ' 18463379', ' 8146183', '1428003', ' 14702039']
Q09028	[' 23238014', ' 8759021', ' 22466170', ' 17525233', ' 11378386', ' 24821725', ' 11891985', ' 19026781', '10082553', ' 11781575', ' 23431328', ' 15536069', ' 29263092', ' 23752268', ' 25755297', ' 15099518', ' 16676006', ' 16702404', ' 17671431', ' 1286667', ' 8050359', ' 12725064', ' 23606334', ' 33514705', ' 21151121', ' 11909966', ' 29348366', ' 18485871', ' 15016378', ' 15634700', ' 21087926', ' 12385756', ' 17873065', ' 20937877', ' 12351676', ' 17255935', ' 19498464', ' 18656484', ' 7623816', ' 17344414', ' 29976840', ' 15340071', ' 9154799', ' 17713478', ' 15701600', ' 22483618', ' 27144666', ' 22872084', ' 11731253', ' 15310751', ' 1360810', ' 20360068', ' 18787068', ' 17707230', ' 30026490', ' 19440552', ' 22570494', ' 25609649', ' 23186163', ' 19913121', ' 20123894', ' 10449787', ' 23679895', ' 7513682', ' 23955559', ' 17663992', ' 17211407', ' 22128185', '8350924', ' 11493525', ' 15262888', ' 15654331', ' 21907836', ' 18346456', ' 28404884', ' 19472184', ' 19862764', ' 20974918', ' 20836077', ' 10940626', ' 16418168', ' 25135475', ' 12435631', ' 9614144', ' 9106661', ' 11959846', ' 29134516', ' 19608861', ' 26030138', ' 8710855', ' 27501258', ' 9053316', ' 14702039', ' 19015307', ' 19410544', ' 17761849', ' 1699755', ' 25150575', ' 21289308', ' 22810585', ' 11545734', ' 2571087', ' 10220385', ' 16757478', ' 28112733', ' 7491500', ' 18487508', ' 12815623', ' 9651585', ' 18172008', ' 7908827', ' 20562864', ' 9697850', ' 7488013', ' 17244783', ' 23287862', ' 9360992', ' 9272954', ' 17974977', ' 11099047', ' 22569366', ' 17185360', ' 19738201', ' 32994691', ' 16357870', ' 7914354', ' 11742974', ' 22391450', ' 12954718', ' 10913176', ' 33264408', ' 24174538', ' 18974356', ' 17616526', ' 19398759', ' 19682613', ' 17199038', ' 25913784', ' 23326524', ' 26572645', ' 10904264', ' 9790534', ' 22814378', ' 27098840', ' 11566863', ' 8700224', ' 20080577', ' 23638021', ' 12724404', ' 10777502', ' 16710414', ' 21900206', ' 19884659', ' 33479123', ' 9520412', ' 26972001', ' 30045876', ' 23178455', ' 30462309', ' 11209945', ' 8093325', ' 21170310', ' 26101246', ' 21903422', ' 7901228', ' 1975088', ' 8858152', ' 14645126', ' 7743939', ' 21497760', ' 19644445', ' 12893285', ' 21498570', ' 22879880', ' 9463359', ' 7831296', ' 2571936', ' 11331609', ' 7831297', ' 26910647', ' 1673098', ' 11959842', ' 9463349', ' 10866654', ' 14609955', ' 24366813', ' 11102443', ' 12591602', ' 25416956', ' 9427644', ' 9895323', ' 21468892', ' 33022847', ' 9789037', ' 18391013', ' 12419226', ' 21269460', ' 7916164', ' 17428788', ' 9150135', ' 10220405', ' 14966907', ' 10679930', ' 23902751', ' 33326746', ' 27222146', ' 10444591', ' 19410545', ' 8674428', ' 7503932', ' 8999919', ' 21768289', ' 19703393', ' 30993897', ' 29499137', ' 12032298', ' 25101834', ' 16431907', ' 10454584', ' 17974974', ' 19575673', ' 20231276', ' 12198550', ' 20127688', ' 20133701', ' 16169070', ' 7566114', ' 31959557', ' 17210787', ' 24554700', ' 10734134', ' 23075850', ' 8703472', ' 2891503', ' 26028330', ' 9778043', ' 15489334', ' 14980219', ' 24275569', ' 21047798', ' 21587264', ' 9144291', ' 21911578', ' 12920132', ' 1363091', ' 19413330', ' 30360396', ' 8100763', ' 19703992', ' 25123934', ' 17851529', ' 23109430', ' 17875646', ' 31435636', ' 25512564', ' 20628086', ' 20075857', ' 26491019', ' 24920672', ' 16186106', ' 19160488', ' 10922406', ' 22223895', ' 21182205', ' 1693558', ' 11118440', ' 10373014', ' 23602568', ' 17353931', ' 17531812', ' 12670868', ' 9218805', ' 25601084', ' 19690332', ' 9570764', ' 19571010', ' 18223688', ' 18577416', ' 11784859', ' 17010333', ' 20562859', ' 25728608', ' 21988832', ' 21689726', ' 21888893', ' 7501971', ' 20566683', ' 22110697', ' 8602529', ' 29901205', ' 24718924', ' 22323599', ' 16622420', ' 21618588', ' 16166636', ' 15456747', ' 12782299', ' 24074865', ' 20467437', ' 23986399', ' 31501018', ' 25165715', ' 26376479', ' 9520398', ' 15140983', ' 9347914', ' 12909625', ' 21258344']
Q15291	[' 17497243', ' 18164278', ' 15489334', ' 14980219', ' 20171203', ' 21903422', ' 21863050', ' 23414517', ' 9106661', ' 18826954', ' 9144291', ' 26288249', ' 17525233', ' 1975088', ' 15158084', ' 31400120', ' 23535663', ' 1363091', ' 15235609', ' 19131338', ' 24821725', ' 7743939', ' 11891985', ' 21778237', ' 21497760', ' 12736215', ' 12504026', ' 9053316', ' 17355966', ' 19782034', '10373014', ' 14702039', ' 19703992', ' 25355947', ' 19104046', ' 16253997', ' 21320481', ' 22879880', ' 17761849', ' 25531226', ' 17851529', ' 25593305', ' 9463359', ' 17875646', ' 7831296', ' 2571936', ' 23630040', ' 21406692', ' 7831297', ' 16756492', ' 15199122', ' 1673098', ' 26671109', ' 9463349', ' 17998332', ' 2571087', ' 26496610', ' 9242495', ' 16757478', ' 16292313', ' 28112733', ' 32697937', ' 9501100', ' 12591602', ' 18093314', ' 21516116', ' 1972280', ' 25349211', ' 25416956', ' 12725064', ' 12482716', ' 19617556', ' 23453757', ' 9895323', ' 19747919', ' 12815623', ' 18926707', ' 21220120', ' 23870121', ' 24312487', ' 17041588', ' 7908827', ' 9789037', ' 24586203', ' 23563313', ' 30533424', ' 17178841', ' 15634700', ' 29897600', ' 9697850', ' 27189701', ' 2452725', ' 21087926', ' 7488013', ' 15654074', ' 19928349', ' 10654609', ' 9360992', ' 9272954', ' 16682010', ' 21269460', ' 12385756', ' 21832073', ' 22569366', ' 19509293', ' 31804488', ' 1352886', ' 17081983', ' 1693558', ' 17185360', ' 18805092', ' 21324897', ' 19556245', ' 7916164', ' 22231628', ' 16604156', ' 17428788', ' 15340071', ' 28182322', ' 11336508', ' 7914354', ' 19477923', ' 21463634', ' 16943200', ' 24235145', ' 23178126', ' 9154799', ' 17713478', ' 17707229', ' 23583660', ' 12483298', ' 24174538', ' 12670868', ' 9218805', ' 27566588', ' 22872084', ' 26344709', ' 12504025', ' 1360810', ' 19114653', ' 16628190', ' 14992727', ' 19250909', ' 15033486', ' 11278854', ' 18787068', ' 15799966', ' 26906416', ' 22266653', ' 8674428', ' 10597293', ' 17113575', ' 22705304', ' 25609649', ' 14600025', ' 17010333', ' 17660710', ' 10579975', ' 24680668', ' 8999919', ' 23534758', ' 12540855', ' 23201271', ' 23535662', '7558034', ' 10373562', ' 23723417', ' 25913784', ' 31544921', ' 11823429', ' 15525529', ' 25314029', ' 1682218', ' 22110697', ' 23955559', ' 15537541', ' 17663992', ' 16549775', ' 19748355', ' 25101834', ' 15960975', ' 26886794', ' 11254356', ' 11566863', ' 18316480', ' 18417536', ' 18206966', ' 21618588', ' 11493525', ' 19575673', ' 20231276', ' 2444477', ' 2898782', ' 8895582', ' 15262888', ' 21124902', ' 16166636', ' 23638021', ' 16199523', ' 17183367', ' 20133701', ' 10777502', ' 12453418', ' 17021013', ' 2570724', ' 8093858', ' 33416179', ' 16510874', ' 16603732', ' 19232136', ' 15688063', ' 16710414', ' 20467437', ' 15327769', ' 21900206', ' 11961546', ' 7566114', ' 20085832', ' 23353889', ' 12576332', ' 18851830', ' 31485071', ' 17500065', ' 12609982', ' 22959436', ' 22777353', ' 1582411', ' 18838538', ' 20836077', ' 26460955', ' 8703472', ' 9482740', ' 10940626', ' 12798298', ' 16401342', ' 9347914', ' 20068231', ' 19115252', ' 8093325', ' 12482968', ' 2891503', ' 25135475']
P54727	[' 27327897', ' 18830263', ' 15489334', ' 19536092', ' 24275569', ' 20876134', ' 19116388', ' 14742321', ' 8692841', ' 15064313', ' 17323924', ' 20855601', ' 11141066', ' 19413330', ' 23751493', ' 20522537', ' 16253613', ' 14702039', ' 22118460', ' 19435460', ' 12509299', ' 18676680', ' 12732143', ' 24897598', ' 9734359', ' 23776089', ' 21887822', ' 15358861', ' 17466626', ' 21406692', ' 19056823', ' 15220921', ' 19941824', ' 18691976', ' 17882165', ' 24643114', ' 12944386', ' 25416956', ' 10873465', ' 16712842', ' 15164053', ' 9372924', ' 12832454', ' 20496165', ' 26611529', ' 19615732', ' 30455355', ' 15811629', ' 23319653', ' 12815074', ' 21135142', ' 16030353', ' 16055502', ' 16399771', ' 19237606', ' 21269460', ' 34062216', ' 9130708', ' 22081108', ' 12080057', '10391953', ' 16168377', ' 10526214', ' 17081983', ' 20706999', ' 15550378', ' 20453000', ' 18614043', ' 21388382', ' 16678110', ' 20798892', ' 19878615', ' 16491090', ' 19124519', ' 19713942', ' 19661379', ' 11279143', ' 15362974', ' 17728339', ' 15882621', ' 19182904', ' 19444904', ' 15885096', ' 20575039', ' 10734143', ' 30910759', ' 19690332', ' 20360068', ' 18854777', ' 25311859', ' 18574675', ' 26042670', ' 26151477', ' 11007478', ' 29401586', ' 11278856', ' 14645509', ' 16424905', ' 12215374', ' 18709642', ' 23186163', ' 33184426', ' 11511374', ' 15215856', ' 24811749', ' 32209475', ' 22593156', ' 12509233', ' 9771713', ' 20150366', ' 16990800', ' 17932354', ' 19609301', ' 27771451', ' 26170451', ' 22004425', ' 18669648', ' 15964821', ' 16492920', ' 31531888', ' 23038248', ' 15849729', ' 21962512', ' 22575648', '8168482', ' 20368362', ' 19270000', ' 16537713', ' 16473935', ' 19074885', ' 20890303', ' 23703321', ' 23260144', ' 14585839', ' 16713569', ' 12547395', ' 19625176', ' 19740755', ' 10915768', ' 22915658', ' 14517266', ' 21900206', ' 23352696', ' 16223728', ' 23045548', ' 20195357', ' 25154395', ' 10488153', ' 28473198', ' 19170196', ' 26638075', ' 29864624', ' 18708406', ' 19692168', ' 20068231', ' 31247977', ' 32302101', ' 20028083', ' 17662948', ' 20059542', ' 19109893']
Q92878	[' 30289697', ' 26215093', ' 10856253', ' 15489334', ' 23727112', ' 11459987', ' 24275569', ' 12370410', ' 17928296', ' 15190204', ' 17575048', ' 24667604', ' 31908056', ' 19203578', ' 10783165', ' 21335604', ' 9925639', ' 15372022', ' 24831703', ' 20729858', ' 20871615', ' 11114888', ' 15510216', ' 19203579', ' 19783983', ' 20711500', ' 30311374', ' 17525340', ' 19608861', ' 10839544', ' 17996710', '8756642', ' 9590181', ' 25122754', ' 19609323', ' 20023648', ' 12792649', ' 20729832', ' 17965729', ' 21804533', ' 11454856', ' 9512523', ' 18757400', ' 22977173', ' 20207730', ' 15723659', ' 17114795', ' 18245357', ' 24141787', ' 21680713', ' 22645308', ' 15916964', ' 19176521', ' 16885023', ' 19234442', ' 24651726', ' 8702565', ' 9214649', '10037601', ' 9705271', ' 26496610', ' 10973490', ' 23149936', ' 10426999', ' 24694934', ' 18670132', ' 12697768', ' 22635276', ' 10435622', ' 15135726', ' 10550055', ' 10801132', ' 15574327', ' 15561706', ' 11571274', ' 12124628', ' 16260778', ' 18539610', ' 18583988', ' 22980979', ' 19941829', ' 11751635', ' 12791985', ' 19615732', ' 31757951', ' 16651405', ' 25512557', ' 18971343', ' 10415333', ' 20233725', ' 28319063', ' 29165669', ' 16377563', ' 17962301', ' 25665578', ' 22024395', ' 25789972', ' 28158555', ' 19001859', ' 19773279', ' 18805091', ' 21269460', ' 25113031', ' 17200672', ' 14684699', ' 19261749', ' 22589545', ' 14532133', ' 12139939', ' 11376695', ' 19584259', ' 21757780', ' 10212258', ' 15458641', ' 24189400', ' 21240188', ' 22593209', ' 11934988', ' 19369211', ' 10766245', ' 14734547', ' 19197236', ' 16360315', ' 9065463', ' 10724175', ' 16141325', ' 25558984', ' 17353931', ' 10866324', ' 12364621', ' 22661230', ' 18957201', ' 22373579', ' 12393752', ' 20150422', ' 19419957', ' 22234877', ' 11006276', ' 21325134', ' 12773400', ' 17553757', ' 31586400', ' 11893489', ' 18001825', ' 16150728', ' 23686288', ' 25240135', ' 22661229', ' 22021381', ' 12947387', ' 9651580', ' 11139606', ' 21659603', ' 15201865', ' 25643323', ' 15852023', ' 16427009', ' 19074197', ' 19690332', ' 20729859', ' 11741547', ' 11440997', ' 15707391', ' 23333306', ' 25642960', ' 11096100', ' 11340072', ' 20943970', ' 8003475', ' 11080452', ' 9488723', ' 12556884', ' 27568553', ' 12607005', ' 16107854', ' 15456891', ' 18317453', ' 18541667', ' 20125088', ' 21263215', ' 11832208', ' 25201414', ' 17525332', ' 11493912', ' 25609649', ' 23186163', ' 24534091', ' 14527420', ' 17923702', ' 18923075', ' 21293379', ' 15369670', ' 20808282', ' 22231403', ' 23345434', ' 10859164', ' 12912992', ' 19505873', ' 28134932', ' 12750383', ' 16148040', ' 18171670', ' 18001824', ' 9858579', ' 21520333', ' 16153896', ' 23306437', ' 19799184', ' 10438626', ' 10959836', ' 18669648', ' 18846228', ' 11571269', ' 15468306', ' 17612497', ' 19268590', ' 20965415', ' 15064416', ' 21150319', ' 21282113', ' 21816818', ' 20647759', ' 23509288', ' 24485656', ' 12607003', ' 16337601', ' 12578958', ' 15703751', ' 25642963', ' 28240985', ' 17996711', ' 10921897', ' 20871616', ' 25659039', ' 28089683', ' 32732220', ' 12447390', ' 22179609', ' 22908299', ' 24371268', ' 33195396', ' 23810717', ' 19409520', ' 12545175', ' 16327781', ' 19609304', ' 10802669', ' 17420451', ' 22508508', ' 12384589', ' 31636395', ' 15485900', ' 19351884', ' 16858402', ' 15916957', ' 15665856', ' 22792074', ' 12379650', ' 16530042', ' 24509834', ' 20467437', ' 18457437', ' 17694070', ' 17291760', ' 19357644', ' 23731732', ' 23468639', ' 15790808', ' 11301010', ' 17200671', ' 18077395', ' 15189136', ' 20016603', ' 16012167', ' 10888888', ' 14576433', ' 21052091', ' 24076221', ' 9837724', ' 11604075', ' 20483915', ' 18438399', ' 14716019', ' 15279782', ' 17200668', ' 21777809', ' 19124506', ' 15140983', ' 20068231', ' 26638075', ' 27899578', ' 11390642', ' 12152085', ' 18006705', ' 11025670']
P43351	[' 18539610', ' 31585101', ' 12226092', ' 30428330', ' 12883740', ' 12370410', ' 15670896', ' 10744977', ' 10921897', ' 20190268', ' 17962301', '7774919', ' 23836560', ' 18541667', ' 15485900', ' 17525332', ' 23186163', ' 27487923', ' 16541075', ' 12379650', ' 19338310', ' 10673031', ' 14702039', ' 19789190', ' 12139939', ' 21804533', ' 18757400', ' 16638864', ' 12750383', ' 14734547', ' 7526206', ' 12191481', ' 8702565', ' 9837724', ' 31400850', ' 7797537', ' 18691976', '10212258', ' 26496610', ' 32093728', ' 10438626', ' 19124506', ' 11571269', ' 24126761']
